Date,Open,High,Low,Close,Adj Close,Volume
2002-07-30,81.75,81.9000015258789,81.5199966430664,81.5199966430664,35.555633544921875,6100
2002-07-31,81.94999694824219,82.80000305175781,81.9000015258789,82.52999877929688,35.99617004394531,29400
2002-08-01,82.54000091552734,83.0199966430664,82.54000091552734,83.0,36.201171875,25000
2002-08-02,83.16000366210938,84.0999984741211,82.87999725341797,83.8499984741211,36.571903228759766,52800
2002-08-05,84.04000091552734,84.44000244140625,83.8499984741211,84.22000122070312,36.73326873779297,61100
2002-08-06,83.87000274658203,83.9000015258789,83.22000122070312,83.5,36.41923904418945,64900
2002-08-07,83.5999984741211,84.13999938964844,83.36000061035156,83.69999694824219,36.506473541259766,40300
2002-08-08,83.58000183105469,83.7699966430664,83.36000061035156,83.69999694824219,36.506473541259766,40900
2002-08-09,84.0,84.87999725341797,84.0,84.87999725341797,37.02112579345703,35900
2002-08-12,85.30000305175781,86.69999694824219,85.13999938964844,85.4000015258789,37.247928619384766,32100
2002-08-13,85.77999877929688,86.47000122070312,85.37000274658203,86.44999694824219,37.705894470214844,75400
2002-08-14,87.45999908447266,87.9000015258789,86.75,86.77999877929688,37.849822998046875,130000
2002-08-15,86.37999725341797,86.5,85.8499984741211,86.0199966430664,37.51836395263672,87100
2002-08-16,86.44000244140625,86.5199966430664,84.81999969482422,85.05999755859375,37.099639892578125,85000
2002-08-19,85.05000305175781,85.33999633789062,84.70999908447266,85.31999969482422,37.21305465698242,47300
2002-08-20,85.62000274658203,86.29000091552734,85.5999984741211,86.2699966430664,37.627410888671875,40800
2002-08-21,85.68000030517578,86.0999984741211,85.62999725341797,85.80999755859375,37.426780700683594,40000
2002-08-22,85.55000305175781,85.55000305175781,85.05999755859375,85.05999755859375,37.099639892578125,34400
2002-08-23,85.19999694824219,85.94999694824219,85.19999694824219,85.9000015258789,37.46603012084961,20100
2002-08-26,85.69999694824219,86.20999908447266,85.66999816894531,85.9800033569336,37.50092697143555,23900
2002-08-27,85.4000015258789,85.68000030517578,85.19999694824219,85.44000244140625,37.265403747558594,301800
2002-08-28,86.04000091552734,86.18000030517578,85.83999633789062,85.87000274658203,37.45293045043945,18100
2002-08-29,86.76000213623047,86.86000061035156,86.3499984741211,86.55999755859375,37.75390625,135700
2002-08-30,86.75,87.12999725341797,86.44999694824219,87.08000183105469,37.980716705322266,78100
2002-09-03,87.08000183105469,88.04000091552734,87.0,88.04000091552734,38.56459426879883,102100
2002-09-04,88.02999877929688,88.30000305175781,87.83999633789062,88.0199966430664,38.555843353271484,66300
2002-09-05,88.56999969482422,88.6500015258789,87.37999725341797,88.5,38.76608657836914,648400
2002-09-06,87.97000122070312,88.19000244140625,87.19999694824219,87.45999908447266,38.31052780151367,140000
2002-09-09,87.5,87.83000183105469,87.26000213623047,87.33000183105469,38.253562927246094,83800
2002-09-10,87.16999816894531,88.0,87.0,87.75,38.43757629394531,336000
2002-09-11,87.0,87.30000305175781,86.75,87.29000091552734,38.23607635498047,177700
2002-09-12,87.4800033569336,88.13999938964844,87.47000122070312,87.97000122070312,38.533935546875,43400
2002-09-13,88.33000183105469,88.94000244140625,88.18000030517578,88.77999877929688,38.88875198364258,155100
2002-09-16,89.19999694824219,89.22000122070312,88.9000015258789,88.93000030517578,38.95444107055664,73000
2002-09-17,88.63999938964844,89.31999969482422,88.36000061035156,89.0999984741211,39.0289192199707,75400
2002-09-18,89.16000366210938,89.55999755859375,89.0199966430664,89.12000274658203,39.03767013549805,196600
2002-09-19,89.69999694824219,89.7699966430664,89.26000213623047,89.72000122070312,39.30046463012695,109900
2002-09-20,89.44999694824219,89.5199966430664,89.05999755859375,89.30000305175781,39.11652374267578,113500
2002-09-23,90.0,90.23999786376953,89.7699966430664,90.0999984741211,39.46696853637695,163200
2002-09-24,90.30000305175781,90.94000244140625,90.20999908447266,90.68000030517578,39.72100830078125,251900
2002-09-25,90.0999984741211,90.36000061035156,89.26000213623047,89.58000183105469,39.239173889160156,127200
2002-09-26,89.05000305175781,89.52999877929688,88.61000061035156,89.37000274658203,39.14716339111328,429000
2002-09-27,89.52999877929688,90.04000091552734,89.4800033569336,90.04000091552734,39.44064712524414,298200
2002-09-30,90.66000366210938,90.9000015258789,90.08000183105469,90.4000015258789,39.5983772277832,297800
2002-10-01,89.16000366210938,89.30000305175781,88.80000305175781,88.94000244140625,39.10718536376953,257500
2002-10-02,89.23999786376953,89.4800033569336,88.83999633789062,89.44999694824219,39.3314208984375,91000
2002-10-03,89.30000305175781,89.51000213623047,88.80000305175781,89.2300033569336,39.23473358154297,29900
2002-10-04,88.4000015258789,89.72000122070312,88.4000015258789,89.51000213623047,39.357826232910156,131000
2002-10-07,89.9000015258789,89.95999908447266,89.45999908447266,89.66000366210938,39.423797607421875,433800
2002-10-08,89.5,90.5199966430664,89.36000061035156,89.69000244140625,39.43698501586914,530900
2002-10-09,90.30000305175781,90.37999725341797,89.94999694824219,90.1500015258789,39.639244079589844,402900
2002-10-10,90.16999816894531,90.16999816894531,89.27999877929688,89.44000244140625,39.32707214355469,97100
2002-10-11,89.0999984741211,89.22000122070312,88.05999755859375,88.37999725341797,38.86096954345703,421800
2002-10-14,88.5,88.55000305175781,88.06999969482422,88.25,38.80381774902344,18300
2002-10-15,87.0,87.30000305175781,86.1500015258789,86.16000366210938,37.884857177734375,297100
2002-10-16,86.5999984741211,86.5999984741211,85.88999938964844,86.19999694824219,37.90240478515625,125200
2002-10-17,85.13999938964844,85.55999755859375,85.06999969482422,85.1500015258789,37.440731048583984,233400
