Date,Open,High,Low,Close,Adj Close,Volume
2007-05-30,91.58000183105469,91.5999984741211,91.5,91.5999984741211,70.1623764038086,1550
2007-05-31,91.58000183105469,91.5999984741211,91.58000183105469,91.5999984741211,70.1623764038086,11200
2007-06-01,91.62000274658203,91.62000274658203,91.62000274658203,91.62000274658203,70.17764282226562,1450
2007-06-04,91.63999938964844,91.63999938964844,91.63999938964844,91.63999938964844,70.1929931640625,1050
2007-06-05,91.66000366210938,91.68000030517578,91.63999938964844,91.63999938964844,70.1929931640625,3750
2007-06-06,91.63999938964844,91.68000030517578,91.63999938964844,91.68000030517578,70.2236328125,9750
2007-06-07,91.63999938964844,91.66000366210938,91.63999938964844,91.66000366210938,70.20835876464844,12150
2007-06-08,91.68000030517578,91.68000030517578,91.62000274658203,91.68000030517578,70.2236328125,7850
2007-06-11,91.68000030517578,91.72000122070312,91.68000030517578,91.72000122070312,70.25428771972656,2400
2007-06-12,91.72000122070312,91.72000122070312,91.63999938964844,91.63999938964844,70.1929931640625,3900
2007-06-13,91.63999938964844,91.72000122070312,91.63999938964844,91.72000122070312,70.25428771972656,3750
2007-06-14,91.76000213623047,91.76000213623047,91.76000213623047,91.76000213623047,70.284912109375,13400
2007-06-15,91.80000305175781,91.83999633789062,91.73999786376953,91.83999633789062,70.34614562988281,1050
2007-06-18,91.81999969482422,91.87999725341797,91.80000305175781,91.86000061035156,70.36152648925781,28000
2007-06-19,91.86000061035156,91.86000061035156,91.86000061035156,91.86000061035156,70.36152648925781,850
2007-06-20,91.83999633789062,91.9000015258789,91.83999633789062,91.87999725341797,70.37681579589844,3100
2007-06-21,91.86000061035156,91.9000015258789,91.86000061035156,91.87999725341797,70.37681579589844,850
2007-06-22,91.9000015258789,91.95999908447266,91.9000015258789,91.95999908447266,70.4381103515625,2200
2007-06-25,91.9000015258789,91.91999816894531,91.9000015258789,91.91999816894531,70.407470703125,29700
2007-06-26,91.91999816894531,91.94000244140625,91.9000015258789,91.94000244140625,70.42279815673828,5100
2007-06-27,91.95999908447266,91.95999908447266,91.91999816894531,91.91999816894531,70.407470703125,8200
2007-06-28,91.95999908447266,91.95999908447266,91.95999908447266,91.95999908447266,70.4381103515625,900
2007-06-29,91.95999908447266,92.0,91.94000244140625,92.0,70.4687728881836,5650
2007-07-02,91.62000274658203,91.69999694824219,91.5999984741211,91.62000274658203,70.48871612548828,13050
2007-07-03,91.55999755859375,91.62000274658203,91.55999755859375,91.62000274658203,70.48871612548828,3000
2007-07-05,91.5999984741211,91.62000274658203,91.54000091552734,91.62000274658203,70.48871612548828,5450
2007-07-06,91.63999938964844,91.66000366210938,91.63999938964844,91.66000366210938,70.51956176757812,3800
2007-07-09,91.5999984741211,91.68000030517578,91.5999984741211,91.68000030517578,70.53492736816406,3950
2007-07-10,91.66000366210938,91.69999694824219,91.66000366210938,91.69999694824219,70.55033111572266,5250
2007-07-11,91.69999694824219,91.69999694824219,91.62000274658203,91.69999694824219,70.55033111572266,9100
2007-07-12,91.72000122070312,91.72000122070312,91.68000030517578,91.72000122070312,70.565673828125,14700
2007-07-13,91.72000122070312,91.73999786376953,91.69999694824219,91.73999786376953,70.5810546875,13050
2007-07-16,91.77999877929688,91.77999877929688,91.72000122070312,91.76000213623047,70.5964584350586,16150
2007-07-17,91.80000305175781,91.80000305175781,91.72000122070312,91.80000305175781,70.62728118896484,46500
2007-07-18,91.76000213623047,91.77999877929688,91.69999694824219,91.77999877929688,70.61184692382812,5450
2007-07-19,91.80000305175781,91.81999969482422,91.73999786376953,91.80000305175781,70.62728118896484,13900
2007-07-20,91.86000061035156,91.86000061035156,91.83999633789062,91.83999633789062,70.65797424316406,8000
2007-07-23,91.83999633789062,91.86000061035156,91.81999969482422,91.83999633789062,70.65797424316406,6950
2007-07-24,91.83999633789062,91.86000061035156,91.81999969482422,91.83999633789062,70.65797424316406,9350
2007-07-25,91.86000061035156,91.87999725341797,91.86000061035156,91.86000061035156,70.67340087890625,9800
2007-07-26,91.86000061035156,91.9000015258789,91.80000305175781,91.87999725341797,70.68876647949219,41050
2007-07-27,91.86000061035156,92.0,91.62000274658203,91.91999816894531,70.71955871582031,153800
2007-07-30,91.9000015258789,91.94000244140625,91.83999633789062,91.83999633789062,70.65797424316406,10300
2007-07-31,91.95999908447266,91.95999908447266,91.91999816894531,91.95999908447266,70.75035095214844,54000
2007-08-01,91.58000183105469,91.5999984741211,91.5,91.55999755859375,70.72715759277344,18650
2007-08-02,91.5,91.58000183105469,91.4800033569336,91.58000183105469,70.74260711669922,49750
2007-08-03,91.62000274658203,91.63999938964844,91.54000091552734,91.54000091552734,70.71173095703125,26200
2007-08-06,91.63999938964844,91.66000366210938,91.5999984741211,91.63999938964844,70.78897857666016,22300
2007-08-07,91.66000366210938,91.68000030517578,91.58000183105469,91.66000366210938,70.80443572998047,13950
2007-08-08,91.66000366210938,91.68000030517578,91.5999984741211,91.62000274658203,70.77349090576172,19750
2007-08-09,91.68000030517578,91.73999786376953,91.66000366210938,91.69999694824219,70.83531951904297,103150
2007-08-10,91.76000213623047,91.77999877929688,91.73999786376953,91.76000213623047,70.88164520263672,112100
